Image,PSNR,SSIM,lpips,MOS
subject_211_sub_rate_4,39.44602136,0.999999943,0.083398499,63.03854875
subject_211_sub_rate_8,37.38801086,0.999999261,0.096271873,46.34920635
subject_212_cn_sigma_20,32.54531683,0.999997333,0.174643204,69.61451247
subject_212_cn_sigma_40,27.01479572,0.999966567,0.334626764,57.00680272
subject_212_cn_sigma_60,23.77466294,0.999889524,0.430191159,33.7414966
subject_212_cn_sigma_80,21.52181031,0.999797139,0.490894943,41.42857143
subject_212_gn_sigma_0.05,29.55845816,0.99999864,0.158053666,50.88435374
subject_212_gn_sigma_0.1,24.84514582,0.999988315,0.235793009,39.86394558
subject_212_gn_sigma_0.15,22.11637813,0.999974406,0.269653946,17.14285714
subject_212_gn_sigma_0.2,20.44618451,0.999967805,0.29452455,23.44671202
subject_212_jpeg_q_10,36.34555424,0.999999977,0.080236845,63.76417234
subject_212_jpeg_q_15,38.87048554,0.999999843,0.046396233,61.36054422
subject_212_jpeg_q_20,40.48573696,0.999999882,0.031804048,74.42176871
subject_212_jpeg_q_3,27.31691325,0.999998083,0.206505865,9.818594104
subject_212_qp_level_6,15.64650807,0.993993046,0.370607674,10.47619048
subject_212_qp_level_7,16.85824936,0.997093059,0.33902055,10.47619048
subject_212_qp_level_8,18.86734786,0.999649124,0.294240594,10.92970522
subject_212_qp_level_9,22.30136004,0.999980885,0.264629692,19.27437642
subject_212_qt_level_10,31.38288288,0.999999619,0.118770361,50.52154195
subject_212_qt_level_7,27.42454859,0.999999522,0.174373314,23.71882086
subject_212_qt_level_8,29.35785033,0.999999243,0.151548341,37.25623583
subject_212_qt_level_9,30.63225378,0.999999559,0.130457208,54.03628118
subject_212_simp_rate_0.05,31.18468829,0.999999947,0.103188671,47.36961451
subject_212_simp_rate_0.1,33.09530443,0.999999961,0.075308099,52.83446712
subject_212_simp_rate_0.2,35.19193269,0.999999957,0.048507676,69.34240363
subject_212_simp_rate_0.4,36.73004167,0.999999994,0.027755277,79.52380952
subject_212_sub_rate_16,33.06592086,0.999988481,0.084260829,26.50793651
subject_212_sub_rate_2,42.62555589,0.999999897,0.02290312,67.3015873
subject_212_sub_rate_4,38.72019034,0.999999112,0.053253476,65.17006803
subject_212_sub_rate_8,35.81361468,0.999996009,0.072644085,47.64172336
subject_215_cn_sigma_20,32.39310821,0.999999973,0.186674178,58.9569161
subject_215_cn_sigma_40,26.86645326,0.999999102,0.327095836,48.75283447
subject_215_cn_sigma_60,23.77058984,0.999996484,0.403447956,42.2675737
subject_215_cn_sigma_80,21.69977902,0.999982525,0.448729932,43.28798186
subject_215_gn_sigma_0.05,30.64435518,0.999999892,0.14253287,46.4399093
subject_215_gn_sigma_0.1,26.0228865,0.999998722,0.208206803,29.11564626
subject_215_gn_sigma_0.15,23.45334991,0.999997526,0.242047548,25.48752834
subject_215_gn_sigma_0.2,21.77526472,0.999996039,0.261761218,13.06122449
subject_215_jpeg_q_10,36.73202327,0.999999559,0.084400669,41.33786848
subject_215_jpeg_q_15,39.18065739,0.99999986,0.051879924,74.14965986
subject_215_jpeg_q_20,40.87244519,0.999999993,0.036001187,70.81632653
subject_215_jpeg_q_3,26.68501264,0.999974818,0.199275389,15.10204082
subject_215_qp_level_6,15.72233495,0.992235593,0.336280197,11.85941043
subject_215_qp_level_7,17.16930208,0.996456022,0.310195088,6.575963719
subject_215_qp_level_8,19.35797587,0.999751449,0.265459985,5.555555556
subject_215_qp_level_9,22.93991102,0.999997257,0.239968255,16.12244898
subject_215_qt_level_10,31.8543189,0.99999993,0.112614684,52.83446712
subject_215_qt_level_7,28.46659105,0.999999768,0.149894834,30.58956916
subject_215_qt_level_8,30.13719097,0.999999986,0.133440822,45.23809524
subject_215_qt_level_9,31.24213136,0.99999984,0.120702416,64.14965986
subject_215_simp_rate_0.05,31.33009866,0.999999998,0.103271864,43.46938776
subject_215_simp_rate_0.1,33.42853806,0.999999977,0.076776996,46.80272109
subject_215_simp_rate_0.2,35.59036782,0.999999991,0.050912626,62.10884354
subject_215_simp_rate_0.4,38.10905032,0.99999999,0.0288797,68.32199546
subject_215_sub_rate_16,34.16825139,0.999990951,0.068333335,34.19501134
subject_215_sub_rate_2,43.29675878,0.999999952,0.025648808,78.41269841
subject_215_sub_rate_4,39.85452835,0.99999957,0.048424259,60.6122449
subject_215_sub_rate_8,36.94720842,0.999997204,0.060722925,46.2585034
